DESTINATION,CODES,NEW RATE USD,CONN CHARGE,EFFECTIVE DATE,STATUS
El Salvador Mobile Telemovil,503787,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503788,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503789,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503790,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503791,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503792,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503793,0.1379,0,30/Jan/16,SAME
El Salvador Mobile Telemovil,503794,0.1379,0,30/Jan/16,SAME
El Salvador On-net Fixed,5032050,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,5032113,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322050000,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322070,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322071,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322072,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322073,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322074,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322151,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322152,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322153,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322154,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322155,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322156,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322157,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322158,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322159,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322175,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322176,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322177,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322178,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322179,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322196,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322495,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322496,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322497,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322498,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322499,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322520,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322521,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322522,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322523,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322524,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322525,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322526,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322527,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322528,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322529,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322555,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322596,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322655,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322656,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322657,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322658,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322659,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322660,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322661,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322662,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322668,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322669,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322681,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322682,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322689,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322690,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322692,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322693,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322694,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322695,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322696,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322697,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322698,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322699,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322830,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322831,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322832,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322833,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322834,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322835,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322836,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322837,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322838,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50322839,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323060,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323061,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323062,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323063,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,5032307,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323110,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323111,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323112,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323119,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323129,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323146,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323152,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323153,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323154,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323155,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323156,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323157,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323158,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323159,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323317,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323370,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323379,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323400,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323580,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323608,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323609,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323640,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323680,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323700,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323770,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323785,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323850,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323855,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323940,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323941,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50323950,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,5032406,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324070,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324090,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324091,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324092,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324120,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324121,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324122,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324123,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324250,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324251,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324252,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324620,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324629,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324650,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324651,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324660,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324680,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324709,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324810,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50324811,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,5032482,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50325069,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326050,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,5032606,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326070,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326250,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326251,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326252,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326253,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326254,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326380,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326760,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326761,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326762,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326763,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326877,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326878,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326879,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326882,0.1318,0,30/Jan/16,SAME
El Salvador On-net Fixed,50326885,0.1318,0,30/Jan/16,SAME
El Salvador Personal Fix,5032100,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032101,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032102,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032103,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50321040,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50321041,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50321042,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50321043,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50321044,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032130,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032131,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50322663,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50322664,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50322665,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50322666,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50322667,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032300,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323013,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323014,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323015,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323016,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323017,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323018,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323019,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323050,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323051,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323052,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323053,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323054,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323055,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323056,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323057,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323064,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323065,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323066,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323105,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323106,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323107,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323108,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323109,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323131,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323132,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323133,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323134,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323135,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323136,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323137,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323138,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323139,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323197,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323198,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323199,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032323,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323520,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323521,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323522,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323523,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323524,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323525,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323526,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323527,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323528,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323530,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032355,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323571,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323572,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323573,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323574,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323575,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323576,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323577,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323578,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323579,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50323629,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032411,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324125,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324126,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324127,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324128,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324129,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324135,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324136,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324137,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324138,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324139,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032415,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032416,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324175,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324176,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324177,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324178,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324179,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324419,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324421,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324422,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324423,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324424,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324425,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324426,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324427,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324428,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50324429,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032454,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032455,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032502,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032512,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326080,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326081,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326082,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326083,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326084,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326105,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326106,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326107,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326108,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326109,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326131,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326132,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326133,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326134,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326135,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326136,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326137,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326138,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326139,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326141,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326145,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326146,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326147,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326148,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326149,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032615,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326225,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326226,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326227,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326228,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326229,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032634,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326415,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326416,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326417,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326418,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,50326419,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032646,0.1204,0,30/Jan/16,SAME
El Salvador Personal Fix,5032656,0.1204,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032200,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032202,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032210,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032211,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322180,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322181,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322182,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322183,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322184,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322197,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322198,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032233,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032236,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322376,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322377,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322378,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322379,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032238,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032244,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322470,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322471,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322472,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322473,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322474,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322475,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322476,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322545,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322546,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322547,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322548,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322549,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322564,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322565,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322566,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322567,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322568,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322569,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032257,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322590,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322591,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322592,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322593,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322594,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322595,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322597,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322598,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322599,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322627,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322628,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322687,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50322688,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032275,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032287,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032302,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323120,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323121,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323122,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323123,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323124,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323148,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323149,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323160,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323161,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323162,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323163,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323164,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032328,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,5032329,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323360,0.1363,0,30/Jan/16,SAME
El Salvador Telefonica Fix,50323361,0.1363,0,30/Jan/16,SAME
