TWT S.p.a. - Viale Jenner 33 - 20159 Milano,,,,,,
,,,,,,
COMUNICA IT SERVICES SA,,,,,Peak Hours,Off peak hours
Kyrgyzstan,99637,0.103198,0.103198,19/01/2016,-,==
Kyrgyzstan,99639,0.103198,0.103198,19/01/2016,-,==
Kyrgyzstan Mobile,99650,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99651,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99652,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99654,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99656,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99657,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99658,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99670,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99677,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99631258,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99631295,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99631296,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99631297,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile,99631298,0.137824,0.137824,19/01/2016,-,==
Kyrgyzstan Mobile Bimocom,99655,0.130154,0.130154,19/01/2016,-,==
Kyrgyzstan Mobile Bimocom,996555,0.130154,0.130154,19/01/2016,-,==
Laos,856,0.047718,0.047718,19/01/2016,-,==
Laos Mobile,85620,0.053202,0.053202,19/01/2016,-,==
Latvia,371,0.004734,0.004734,19/01/2016,-,==
Latvia Mobile,3716,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,3718,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,3719,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37155,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37158,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37159,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37160,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37161,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37162,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37163,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37164,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37165,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37168,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37185,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37187,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37191,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37192,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37193,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37194,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37195,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37196,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37197,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37198,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile,37199,0.011107,0.011107,19/01/2016,-,==
Latvia Mobile Bite,371206,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,371207,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,371221,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,371225,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,371273,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,371274,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,371275,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712019,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712080,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712081,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712082,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712083,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712084,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712085,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712086,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712087,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712088,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712205,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712206,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712207,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712208,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712209,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712239,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712280,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712281,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712282,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712283,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712284,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712550,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712551,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712552,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712553,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712554,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712555,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712585,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712586,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712587,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712588,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712720,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712721,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712728,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712729,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712760,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712761,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712762,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712763,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712764,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712765,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712766,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712767,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712770,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712771,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712772,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712773,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712774,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712775,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712776,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712778,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712779,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712790,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712792,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile Bite,3712799,0.012495,0.012495,19/01/2016,-,==
Latvia Mobile LMT,371202,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371224,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371254,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371256,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371261,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371262,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371263,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371264,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371265,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371266,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371278,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371283,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371286,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371287,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371291,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371292,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371293,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,371294,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712200,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712201,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712202,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712203,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712204,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712556,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712557,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712558,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712559,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile LMT,3712849,0.011300,0.011300,19/01/2016,-,==
Latvia Mobile Master,3712266,0.009326,0.009326,19/01/2016,-,==
Latvia Mobile Master,3712277,0.009326,0.009326,19/01/2016,-,==
Latvia Mobile Master,3712288,0.009326,0.009326,19/01/2016,-,==
Latvia Mobile Master,3712299,0.009326,0.009326,19/01/2016,-,==
Latvia Mobile Master,3712444,0.009326,0.009326,19/01/2016,-,==
Latvia Mobile Master,3712777,0.009326,0.009326,19/01/2016,-,==
Latvia Mobile Tele2,371200,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371203,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371204,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371205,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371259,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371260,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371267,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371268,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371269,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371270,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371271,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371282,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371288,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371295,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371296,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371297,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371298,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,371299,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712230,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712231,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712232,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712233,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712234,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712235,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712236,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712237,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712238,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712844,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712845,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712846,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712847,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Tele2,3712848,0.011600,0.011600,19/01/2016,-,==
Latvia Mobile Telegrupa Baltija,3712722,0.009297,0.009297,19/01/2016,-,==
Latvia Mobile Telegrupa Baltija,3712723,0.009297,0.009297,19/01/2016,-,==
Latvia Mobile Telegrupa Baltija,3712724,0.009297,0.009297,19/01/2016,-,==
Latvia Mobile Telegrupa Baltija,3712725,0.009297,0.009297,19/01/2016,-,==
Latvia Mobile Telegrupa Baltija,3712726,0.009297,0.009297,19/01/2016,-,==
Latvia Mobile Telekom Baltija,3712580,0.012260,0.012260,19/01/2016,-,==
Latvia Mobile Telekom Baltija,3712581,0.012260,0.012260,19/01/2016,-,==
Latvia Mobile Telekom Baltija,3712582,0.012260,0.012260,19/01/2016,-,==
Latvia Mobile Telekom Baltija,3712583,0.012260,0.012260,19/01/2016,-,==
Latvia Mobile Telekom Baltija,3712584,0.012260,0.012260,19/01/2016,-,==
Latvia Mobile Telekom Baltija,3712589,0.012260,0.012260,19/01/2016,-,==
Latvia OLO,371660,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,371661,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,371662,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,371669,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716200,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716303,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716309,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716311,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716313,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716321,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716328,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716331,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716339,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716341,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716347,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716350,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716358,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716361,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716365,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716371,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716377,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716379,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716381,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716389,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716391,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716399,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716401,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716409,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716411,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716418,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716421,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716429,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716431,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716433,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716437,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716439,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716441,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716442,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716446,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716451,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716458,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716461,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716467,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716468,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716471,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716479,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716481,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716488,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716490,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716501,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716509,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716511,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716518,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716521,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716528,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716531,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716539,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716541,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716548,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716550,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716558,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716561,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716563,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716567,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716569,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716571,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716577,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716579,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716580,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716581,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716588,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716666,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716677,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716688,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716689,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716715,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716716,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716719,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716723,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716748,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716749,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716763,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716764,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716765,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716769,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716771,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716772,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716778,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716779,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716785,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716787,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716788,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716838,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716840,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716860,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716861,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716868,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,3716889,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,37167660,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,37167661,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,37167662,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,37167663,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,37167664,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,37167665,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,37167666,0.037827,0.037827,19/01/2016,-,==
Latvia OLO,37167669,0.037827,0.037827,19/01/2016,-,==
Latvia Riga,37166,0.004734,0.004734,19/01/2016,-,==
Latvia Riga,37167,0.004734,0.004734,19/01/2016,-,==
Latvia Special Services,3712,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3717,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37121,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,371222,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,371276,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,371277,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,371279,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,371810,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712010,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712400,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712471,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712472,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712500,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712501,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712727,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712768,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712769,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712791,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712793,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712795,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712796,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712797,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712840,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3712900,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3716806,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3716858,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3716859,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3716891,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3717852,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3717853,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3717869,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3717870,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3717880,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3717887,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3717891,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3718060,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3719010,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3719040,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3719060,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,3719099,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37127910,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37127913,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37127914,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37163712,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37165153,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37165158,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37165159,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37165418,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37165779,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168488,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168501,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168502,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168504,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168519,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168521,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168535,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168700,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37168905,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178501,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178502,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178504,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178505,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178509,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178510,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178516,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178519,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178521,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178535,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178540,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178541,0.363521,0.363521,19/01/2016,-,==
Latvia Special Services,37178580,0.363521,0.363521,19/01/2016,-,==
