Code Insee,Libellé Commune,Distribution gérée par un GRD de rang 1ou 2,Coefficient Tarif de  proximité ,Code PITD
59391,MASTAING,,1,  
59392,MAUBEUGE,,"1,75",  
59393,MAULDE,,1,  
59394,MAUROIS,,1,  
59396,MECQUIGNIES,,1,  
59398,MERIGNIES,,1,  
59400,MERVILLE,,1,  
59401,METEREN,,1,  
59403,MILLONFOSSE,,1,  
59404,LES MOERES,,1,  
59405,MOEUVRES,,1,  
59407,MONCHAUX SUR ECAILLON,,1,  
59408,MONCHEAUX,,1,  
59409,MONCHECOURT,,"1,75",  
59410,MONS EN BAROEUL,,3,  
59411,MONS EN PEVELE,,1,  
59412,MONTAY,,1,  
59413,MONTIGNY EN CAMBRESIS,,1,  
59414,MONTIGNY EN OSTREVENT,,"1,75",  
59415,MONTRECOURT,,1,  
59416,MORBECQUE,,1,  
59418,MORTAGNE DU NORD,,"1,75",  
59419,MOUCHIN,,1,  
59421,MOUVAUX,,"1,75",  
59422,NAVES,,1,  
59423,NEUF BERQUIN,,1,  
59424,NEUF MESNIL,,"1,75",  
59426,NEUVILLE EN FERRAIN,,"1,75",  
59427,LA NEUVILLE,,1,  
59428,NEUVILLE ST REMY,,"1,75",  
59429,NEUVILLE SUR ESCAUT,,"1,75",  
59430,NEUVILLY,,1,  
59431,NIEPPE,,"1,75",  
59432,NIERGNIES,,1,  
59434,NIVELLE,,1,  
59435,NOMAIN,,1,  
59436,NOORDPEENE,,1,  
59437,NOYELLES LES SECLIN,,1,  
59438,NOYELLES SUR ESCAUT,,1,  
59440,NOYELLES SUR SELLE,,1,  
59441,OBIES,,1,  
59443,OCHTEZEELE,,1,  
59444,ODOMEZ,,1,  
59445,OHAIN,,1,  
59446,OISY,,1,  
59447,ONNAING,,"1,75",  
59449,ORCHIES,,"1,75",  
59450,ORS,,1,  
59451,ORSINVAL,,1,  
59452,OSTRICOURT,,"1,75",  
59454,OXELAERE,,1,  
59455,PAILLENCOURT,,1,  
59456,PECQUENCOURT,,"1,75",  
59457,PERENCHIES,,"1,75",  
59458,PERONNE EN MELANTOIS,,"1,75",  
59459,PETITE FORET,,"1,75",  
59462,PHALEMPIN,,"1,75",  
59463,PITGAM,,1,  
59464,POIX DU NORD,,1,  
59465,POMMEREUIL,,1,  
59466,PONT A MARCQ,,"1,75",  
59467,PONT SUR SAMBRE,,1,  
59468,POTELLE,,1,  
59470,PREMESQUES,,1,  
59471,PRESEAU,,1,  
59472,PREUX AU BOIS,,1,  
59473,PREUX AU SART,,1,  
59475,PROUVY,,"1,75",  
59476,PROVILLE,,"1,75",  
59477,PROVIN,,"1,75",  
59478,QUAEDYPRE,,1,  
59479,QUAROUBLE,,1,  
59480,QUERENAING,,1,  
59481,LE QUESNOY,,1,  
59482,QUESNOY SUR DEULE,,"1,75",  
59483,QUIEVELON,,1,  
59484,QUIEVRECHAIN,,"1,75",  
59485,QUIEVY,,1,  
59486,RACHES,,"1,75",  
59487,RADINGHEM EN WEPPES,,1,  
59488,RAILLENCOURT STE OLLE,,1,  
59489,RAIMBEAUCOURT,,1,  
59491,RAISMES,,"1,75",  
59492,RAMILLIES,,1,  
59494,RAUCOURT AU BOIS,,1,  
59495,RECQUIGNIES,,"1,75",  
59497,RENESCURE,,1,  
59498,REUMONT,,1,  
59499,REXPOEDE,,1,  
59500,RIBECOURT LA TOUR,,1,  
59501,RIEULAY,,1,  
59502,RIEUX EN CAMBRESIS,,1,  
59503,ROBERSART,,1,  
59504,ROEULX,,"1,75",  
59505,ROMBIES ET MARCHIPONT,,1,  
59506,ROMERIES,,1,  
59507,RONCHIN,,"1,75",  
59508,RONCQ,,"1,75",  
59509,ROOST WARENDIN,,"1,75",  
59511,ROSULT,,1,  
59512,ROUBAIX,,3,  
59513,ROUCOURT,,1,  
59514,ROUSIES,,"1,75",  
59515,ROUVIGNIES,,1,  
59517,LES RUES DES VIGNES,,1,  
59518,RUESNES,,1,  
59519,RUMEGIES,,1,  
59520,RUMILLY EN CAMBRESIS,,1,  
59521,SAILLY LEZ CAMBRAI,,1,  
59522,SAILLY LEZ LANNOY,,1,  
59523,SAINGHIN EN MELANTOIS,,1,  
59524,SAINGHIN EN WEPPES,,"1,75",  
59525,SAINS DU NORD,,1,  
59526,ST AMAND LES EAUX,,"1,75",  
59527,ST ANDRE LEZ LILLE,,"1,75",  
59528,ST AUBERT,,1,  
59530,ST AYBERT,,1,  
59531,ST BENIN,,1,  
59533,ST HILAIRE LEZ CAMBRAI,,1,  
59534,ST HILAIRE SUR HELPE,,1,  
59535,ST JANS CAPPEL,,1,  
59536,STE MARIE CAPPEL,,1,  
59537,ST MARTIN SUR ECAILLON,,1,  
59540,ST POL SUR MER,,3,  
59541,ST PYTHON,,1,  
59543,ST REMY DU NORD,,1,  
59544,ST SAULVE,,"1,75",  
59545,ST SOUPLET,,1,  
59546,ST SYLVESTRE CAPPEL,,1,  
59547,ST VAAST EN CAMBRESIS,,1,  
59548,ST WAAST,,1,  
59549,SALESCHES,,1,  
59550,SALOME,,"1,75",  
59551,SAMEON,,1,  
59552,SANCOURT,,1,  
59553,SANTES,,"1,75",  
59554,SARS ET ROSIERES,,1,  
59555,SARS POTERIES,,1,  
59557,SAULTAIN,,1,  
59558,SAULZOIR,,1,  
59559,SEBOURG,,1,  
59560,SECLIN,,"1,75",  
59563,SEMOUSIES,,1,  
59564,LA SENTINELLE,,"1,75",  
59565,SEPMERIES,,1,  
59566,SEQUEDIN,,"1,75",  
59567,SERANVILLERS FORENVILLE,,1,  
59569,SIN LE NOBLE,,"1,75",  
59570,SOCX,,1,  
59571,SOLESMES,,1,  
59572,SOLRE LE CHATEAU,,1,  
59574,SOMAIN,,"1,75",  
59575,SOMMAING,,1,  
59576,SPYCKER,,1,  
59578,STEENBECQUE,,1,  
59579,STEENE,,1,  
59580,STEENVOORDE,,1,  
59581,STEENWERCK,,1,  
59584,TAISNIERES SUR HON,,1,  
59585,TEMPLEMARS,,"1,75",  
59586,TEMPLEUVE,,1,  
59587,TERDEGHEM,,1,  
59588,TETEGHEM,,1,  
59589,THIANT,,1,  
59591,THIVENCELLE,,1,  
59592,THUMERIES,,"1,75",  
59593,THUN L EVEQUE,,1,  
59594,THUN ST AMAND,,1,  
59595,THUN ST MARTIN,,1,  
59596,TILLOY LEZ MARCHIENNES,,1,  
59597,TILLOY LEZ CAMBRAI,,1,  
59598,TOUFFLERS,,"1,75",  
59599,TOURCOING,,3,  
59600,TOURMIGNIES,,1,  
59601,TRELON,,1,  
59602,TRESSIN,,"1,75",  
59603,TRITH ST LEGER,,"1,75",  
59604,TROISVILLES,,1,  
59605,UXEM,,1,  
59606,VALENCIENNES,,"1,75",  
59608,VENDEGIES SUR ECAILLON,,1,  
59609,VENDEVILLE,,"1,75",  
59610,VERCHAIN MAUGRE,,1,  
59611,VERLINGHEM,,1,  
59612,VERTAIN,,1,  
59613,VICQ,,1,  
59614,VIESLY,,1,  
59615,VIEUX BERQUIN,,1,  
59616,VIEUX CONDE,,"1,75",  
59617,VIEUX MESNIL,,1,  
59618,VIEUX RENG,,1,  
59619,VILLEREAU,,1,  
59620,VILLERS AU TERTRE,,1,  
59622,VILLERS EN CAUCHIES,,1,  
59623,VILLERS GUISLAIN,,1,  
59624,VILLERS OUTREAUX,,1,  
59626,VILLERS POL,,1,  
59627,VILLERS SIRE NICOLE,,1,  
59629,VRED,,"1,75",  
59630,WAHAGNIES,,"1,75",  
59631,WALINCOURT SELVIGNY,,1,  
59632,WALLERS,,1,  
59635,WAMBAIX,,1,  
59636,WAMBRECHIES,,"1,75",  
59637,WANDIGNIES HAMAGE,,1,  
59638,WANNEHAIN,,1,  
59639,WARGNIES LE GRAND,,1,  
59640,WARGNIES LE PETIT,,1,  
59641,WARHEM,,1,  
59642,WARLAING,,1,  
59643,WARNETON,,1,  
59645,WASNES AU BAC,,1,  
59646,WASQUEHAL,,"1,75",  
59647,WATTEN,,1,GD0940
59648,WATTIGNIES,,"1,75",  
59650,WATTRELOS,,"1,75",  
59651,WAVRECHAIN SOUS DENAIN,,"1,75",  
59652,WAVRECHAIN SOUS FAULX,,1,  
59653,WAVRIN,,"1,75",  
59654,WAZIERS,,"1,75",  
59656,WERVICQ SUD,,"1,75",  
59658,WICRES,,1,  
59659,WIGNEHIES,,1,  
59660,WILLEMS,,"1,75",  
59663,WORMHOUT,,1,  
59666,ZEGERSCAPPEL,,1,  
59668,ZUYDCOOTE,,"1,75",  
59670,DON,,"1,75",  
60006,LES AGEUX,,1,  
60007,AGNETZ,,1,  
60009,ALLONNE,,1,  
60010,AMBLAINVILLE,,1,  
60012,ANDEVILLE,,"1,75",  
60013,ANGICOURT,,1,  
60015,ANGY,,1,  
60022,APREMONT,,1,  
60023,ARMANCOURT,,1,  
60024,ARSY,,1,  
60025,ATTICHY,,1,  
60029,AUNEUIL,,1,  
60030,AUTEUIL,,1,  
60033,AVILLY ST LEONARD,,1,  
60041,BAILLEUL SUR THERAIN,,1,  
60042,BAILLEVAL,,1,  
60043,BAILLY,,1,  
60044,BALAGNY SUR THERAIN,,1,  
60050,BAZICOURT,,1,  
60055,BEAURAINS LES NOYON,,1,  
60057,BEAUVAIS,,"1,75",  
60060,BELLE EGLISE,,1,  
60064,BERNEUIL SUR AISNE,,1,  
60065,BERTHECOURT,,1,  
60067,BETHISY ST MARTIN,,1,  
60068,BETHISY ST PIERRE,,"1,75",  
60070,BIENVILLE,,1,  
60074,BLAINCOURT LES PRECY,,1,  
60086,BORAN SUR OISE,,1,  
60088,BORNEL,,1,  
60102,BRENOUILLE,,"1,75",  
60103,BRESLES,,1,  
60106,BREUIL LE SEC,,1,  
60107,BREUIL LE VERT,,1,  
60110,BROQUIERS,,1,  
60116,BURY,,1,  
60119,CAMBRONNE LES RIBECOURT,,1,  
60125,CANLY,,1,  
60130,CATENOY,,1,  
60133,CATILLON FUMECHON,,1,  
60134,CAUFFRY,,"1,75",  
60138,CHAMANT,,1,  
60139,CHAMBLY,,"1,75",  
60141,CHANTILLY,,"1,75",  
60142,LA CHAPELLE EN SERVAL,,1,  
60143,CHAUMONT EN VEXIN,,1,  
60149,CHEVRIERES,,1,  
60150,CHIRY OURSCAMP,,1,  
60151,CHOISY AU BAC,,1,  
60154,CINQUEUX,,1,  
60155,CIRES LES MELLO,,1,  
60156,CLAIROIX,,"1,75",  
60157,CLERMONT,,"1,75",  
60158,COIVREL,,1,  
60159,COMPIEGNE,,"1,75",  
60166,COUDUN,,1,  
60167,COULOISY,,1,  
60170,COURTEUIL,,1,  
60172,COYE LA FORET,,"1,75",  
60175,CREIL,,"1,75",  
60176,CREPY EN VALOIS,,"1,75",  
60181,CRISOLLES,,1,  
60185,CROUY EN THELLE,,1,  
60188,CUISE LA MOTTE,,1,  
60211,ERAGNY SUR EPTE,,1,  
60212,ERCUIS,,1,  
60215,ERQUERY,,1,  
60218,ESCHES,,1,  
60223,ESTREES ST DENIS,,"1,75",  
60233,FEUQUIERES,,1,  
60234,FITZ JAMES,,1,  
60238,FLEURINES,,1,  
60245,FORMERIE,,1,  
60246,FOSSEUSE,,1,  
60254,FRANCIERES,,1,  
60259,FRESNOY EN THELLE,,1,  
60264,FROCOURT,,1,  
60273,GIRAUMONT,,1,  
60281,GOURNAY SUR ARONDE,,1,  
60282,GOUVIEUX,,"1,75",  
60284,GRANDFRESNOY,,1,  
60286,GRANDVILLIERS,,"1,75",  
60291,GUISCARD,,1,  
60309,HENONVILLE,,1,  
60313,HERMES,,1,  
60317,HONDAINVILLE,,1,  
60323,JANVILLE,,"1,75",  
60324,JAULZY,,1,  
60325,JAUX,,1,  
60326,JONQUIERES,,1,  
60330,LABOISSIERE EN THELLE,,1,  
60332,LABRUYERE,,1,  
60333,LACHAPELLE AUX POTS,,1,  
60337,LACHELLE,,1,  
60338,LACROIX ST OUEN,,1,  
60341,LAGNY LE SEC,,1,  
60342,LAIGNEVILLE,,"1,75",  
60343,LALANDE EN SON,,1,  
60346,LAMORLAYE,,"1,75",  
60360,LIANCOURT,,"1,75",  
60368,LONGUEIL ANNEL,,1,  
60369,LONGUEIL STE MARIE,,1,  
60370,LORMAISON,,1,  
60374,MAIGNELAY MONTIGNY,,1,  
60382,MARGNY LES COMPIEGNE,,"1,75",  
60393,MELLO,,1,  
60395,MERU,,"1,75",  
60398,LE MESNIL EN THELLE,,1,  
60402,LE MEUX,,1,  
60404,MOGNEVILLE,,1,  
60405,MOLIENS,,1,  
60406,MONCEAUX,,1,  
60409,MONCHY ST ELOI,,"1,75",  
60414,MONTATAIRE,,"1,75",  
60423,MONTMACQ,,1,  
60431,MORLINCOURT,,1,  
60432,MORTEFONTAINE,,1,  
60439,MOUY,,"1,75",  
60441,MOYVILLERS,,1,  
60446,NANTEUIL LE HAUDOUIN,,1,  
60447,NERY,,1,  
60450,NEUILLY EN THELLE,,1,  
60451,NEUILLY SOUS CLERMONT,,1,  
60459,LA NEUVILLE SUR RESSONS,,1,  
60462,NOAILLES,,1,  
60463,NOGENT SUR OISE,,"1,75",  
60464,NOINTEL,,1,  
60469,NOVILLERS,,1,  
60471,NOYON,,"1,75",  
60477,ONS EN BRAY,,1,  
60482,ORRY LA VILLE,,1,  
60488,PASSEL,,1,  
60492,PIMPREZ,,1,  
60494,PLAILLY,,1,  
60498,LE PLESSIER SUR ST JUST,,1,  
60500,LE PLESSIS BELLEVILLE,,"1,75",  
60501,LE PLESSIS BRION,,1,  
60506,PONT L EVEQUE,,"1,75",  
60508,PONTPOINT,,1,  
60509,PONT STE MAXENCE,,"1,75",  
60513,PRECY SUR OISE,,1,  
60521,QUINCAMPOIX FLEUZY,,1,  
60524,RANTIGNY,,"1,75",  
60526,RAVENEL,,1,  
60531,REMY,,1,  
60533,RESSONS SUR MATZ,,1,  
60534,RETHONDES,,1,  
60537,RIBECOURT DRESLINCOURT,,1,  
60539,RIEUX,,"1,75",  
60540,RIVECOURT,,1,  
60542,ROCHY CONDE,,1,  
60561,RUSSY BEMONT,,1,  
60563,SACY LE PETIT,,1,  
60567,ST AUBIN EN BRAY,,1,  
60570,ST CREPIN IBOUVILLERS,,1,  
60575,STE GENEVIEVE,,1,  
60577,ST GERMER DE FLY,,1,  
60578,SAINTINES,,1,  
60581,ST JUST EN CHAUSSEE,,1,  
60582,ST LEGER AUX BOIS,,1,  
60584,ST LEU D ESSERENT,,1,  
60587,ST MARTIN LONGUEAU,,1,  
60589,ST MAXIMIN,,1,  
60597,ST SAUVEUR,,1,  
60600,ST VAAST DE LONGMONT,,1,  
60601,ST VAAST LES MELLO,,1,  
60610,SEMPIGNY,,1,  
60612,SENLIS,,"1,75",  
60616,SERIFONTAINE,,1,  
60619,SILLY LE LONG,,1,  
60635,THIVERNY,,"1,75",  
60636,THOUROTTE,,"1,75",  
60639,TILLE,,1,  
60641,TRACY LE MONT,,1,  
60643,TRICOT,,1,  
60644,TRIE CHATEAU,,1,  
60645,TRIE LA VILLE,,1,  
60647,TROSLY BREUIL,,1,  
60665,VENETTE,,1,  
60667,VERBERIE,,1,  
60669,VERDERONNE,,1,  
60670,VERNEUIL EN HALATTE,,1,  
60678,VILLENEUVE LES SABLONS,,1,  
60684,VILLERS ST PAUL,,"1,75",  
60685,VILLERS ST SEPULCRE,,1,  
60686,VILLERS SOUS ST LEU,,"1,75",  
60689,VILLERS SUR COUDUN,,1,  
60695,VINEUIL ST FIRMIN,,1,  
60700,WARLUIS,,1,  
60701,WAVIGNIES,,1,  
61001,ALENCON,,"1,75",GD0643
61006,ARGENTAN,,"1,75",GD0595
61007,ATHIS DE L ORNE,,1,GD0568
61008,AUBE,,1,GD0606
61038,BELLEME,,"1,75",GD0604
61077,CERISE,,1,GD0643
61096,LA CHAPELLE D ANDAINE,,1,GD0571
61117,CONDE SUR SARTHE,,1,GD0643
61135,COUTERNE,,1,GD0571
61143,DAMIGNY,,"1,75",GD0643
61153,ECOUCHE,,1,GD0595
61167,LA FERTE FRENEL,,1,GD0607
61168,LA FERTE MACE,,1,GD0571
61169,FLERS,,"1,75",GD0573
61177,FRENES,,1,GD0573
61184,GAUVILLE,,1,GD0607
61196,LE GUE DE LA CHAINE,,1,GD0604
61200,HALEINE,,1,GD0571
61214,L AIGLE,,"1,75",GD0607
61218,LA LANDE PATRY,,1,GD0573
61222,LANDISACQ,,1,GD0573
61234,LONRAI,,1,GD0643
61243,MAGNY LE DESERT,,1,GD0571
61246,MALE,,1,GD0605
61278,MESSEI,,1,GD0572
61293,MORTAGNE AU PERCHE,,"1,75",GD0603
61294,MORTREE,,1,GD0595
61321,PACE,,1,GD0643
61342,RAI,,1,GD0606
61356,LA ROUGE,,1,GD0605
61391,ST GEORGES DES GROSEILLERS,,"1,75",GD0573
61394,ST GERMAIN DE LA COUDRE,,1,GD0605
61397,ST GERMAIN DU CORBEIS,,"1,75",GD0643
61404,ST HILAIRE LE CHATEL,,1,GD0603
61414,ST LANGIS LES MORTAGNE,,1,GD0603
61426,ST MARTIN DU VIEUX BELLEME,,1,GD0604
61435,ST NICOLAS DE SOMMAIRE,,1,GD0607
61440,ST OUEN SUR ITON,,1,  
61447,ST PIERRE DU REGARD,,1,  
61456,ST SULPICE SUR RISLE,,1,GD0607
61457,ST SYMPHORIEN DES BRUYERES,,1,GD0607
61462,SARCEAUX,,,  
61464,SEES,,1,GD0595
61466,LA SELLE LA FORGE,,1,GD0573
61471,SERIGNY,,1,GD0604
61483,BAGNOLES DE L ORNE,,1,GD0571
61484,LE THEIL,,1,GD0605
61486,TINCHEBRAY,,1,GD0573
61496,UROU ET CRENNES,,1,GD0595
61497,VALFRAMBERT,,1,GD0643
61508,VIMOUTIERS,,1,GD0599
62001,ABLAIN ST NAZAIRE,,1,  
62003,ACHEVILLE,,1,  
62004,ACHICOURT,,"1,75",  
62005,ACHIET LE GRAND,,1,  
62007,ACQ,,1,  
62012,AGNIERES,,1,  
62013,AGNY,,1,  
62014,AIRE SUR LA LYS,,1,  
62019,AIX NOULETTE,,1,  
62023,ALLOUAGNE,,1,  
62025,AMBLETEUSE,,1,GD0933
62028,AMES,,1,  
62029,AMETTES,,1,  
62031,ANDRES,,1,  
62032,ANGRES,,"1,75",  
62033,ANNAY,,"1,75",  
62034,ANNEQUIN,,"1,75",  
62035,ANNEZIN,,"1,75",  
62036,ANVIN,,1,  
62037,ANZIN ST AUBIN,,"1,75",  
62038,ARDRES,,1,GD0939
62039,ARLEUX EN GOHELLE,,1,  
62040,ARQUES,,"1,75",  
62041,ARRAS,,"1,75",  
62042,ATHIES,,1,  
62043,LES ATTAQUES,,1,GD0939
62044,ATTIN,,1,GD0937
62045,AUBIGNY EN ARTOIS,,1,  
62048,AUCHEL,,"1,75",  
62050,AUCHY LES HESDIN,,1,  
62051,AUCHY LES MINES,,"1,75",  
62056,AUDRESSELLES,,1,GD0933
62057,AUDRUICQ,,1,GD0940
62059,AUTINGUES,,1,GD0939
62060,AUXI LE CHATEAU,,1,  
62063,AVESNES LE COMTE,,1,  
62064,AVESNES LES BAPAUME,,1,  
62065,AVION,,"1,75",  
62073,BAILLEUL SIR BERTHOULT,,1,  
62075,BAINCTHUN,,1,  
62078,BALINGHEM,,1,  
62080,BAPAUME,,"1,75",  
62081,BARALLE,,1,  
62083,BARLIN,,"1,75",  
62096,BEAUMETZ LES CAMBRAI,,1,  
62099,BEAURAINS,,"1,75",  
62100,BEAURAINVILLE,,1,  
62106,BELLONNE,,1,  
62107,BENIFONTAINE,,1,  
62108,BERCK,,"1,75",GD0936
62109,BERGUENEUSE,,1,  
62117,BERTINCOURT,,1,  
62119,BETHUNE,,"1,75",  
62120,BEUGIN,,1,  
62122,BEUGNY,,1,  
62126,BEUVRY,,"1,75",  
62128,BIACHE ST VAAST,,"1,75",  
62129,BIEFVILLERS LES BAPAUME,,1,  
62131,BIHUCOURT,,1,  
62132,BILLY BERCLAU,,"1,75",  
62133,BILLY MONTIGNY,,"1,75",  
62139,BLENDECQUES,,"1,75",  
62145,BOIRY NOTRE DAME,,1,  
62148,BOIS BERNARD,,1,  
62160,BOULOGNE SUR MER,,3,  
62162,BOURECQ,,1,  
62164,BOURLON,,1,  
62170,BOUVIGNY BOYEFFLES,,1,  
62173,BREBIERES,,"1,75",  
62174,BREMES,,1,GD0939
62178,BRUAY LA BUISSIERE,,"1,75",  
62184,BUISSY,,1,  
62185,BULLECOURT,,1,  
62186,BULLY LES MINES,,"1,75",  
62188,BURBURE,,"1,75",  
62190,BUSNES,,1,  
62191,CAFFIERS,,1,GD0932
62191,CAFFIERS,,1,  
62192,CAGNICOURT,,1,  
62193,CALAIS,,"1,75",  
62194,CALONNE RICOUART,,"1,75",  
62195,CALONNE SUR LA LYS,,1,  
62197,CAMBLAIN CHATELAIN,,1,  
62198,CAMBLIGNEUL,,1,  
62199,CAMBLAIN L ABBE,,1,  
62200,CAMBRIN,,"1,75",  
62201,CAMIERS,,1,GD0933
62204,CAMPAGNE LES HESDIN,,1,  
62205,CAMPAGNE LES WARDRECQUES,,1,  
62207,CAMPIGNEULLES LES PETITES,,1,GD0937
62211,CAPELLE FERMONT,,1,  
62213,CARENCY,,1,  
62215,CARVIN,,"1,75",  
62217,CAUCHY A LA TOUR,,"1,75",  
62224,CHOCQUES,,1,  
62225,CLAIRMARAIS,,1,  
62226,CLARQUES,,1,  
62233,CONCHIL LE TEMPLE,,1,  
62235,CONDETTE,,1,  
62239,COQUELLES,,1,GD0932
62240,CORBEHEM,,"1,75",  
62244,COULOGNE,,"1,75",GD0932
62244,COULOGNE,,"1,75",  
62249,COURCELLES LES LENS,,"1,75",  
62250,COURRIERES,,"1,75",  
62252,LA COUTURE,,1,  
62259,CROISILLES,,1,  
62261,CUCQ,,1,GD0935
62262,CUINCHY,,"1,75",  
62263,DAINVILLE,,"1,75",  
62264,DANNES,,1,GD0933
62268,DESVRES,,"1,75",GD0938
62270,DIVION,,"1,75",  
62274,DOURGES,,"1,75",  
62276,DOUVRIN,,"1,75",  
62277,DROCOURT,,"1,75",  
62278,DROUVIN LE MARAIS,,1,  
62279,DUISANS,,1,  
62280,DURY,,1,  
62281,ECHINGHEN,,1,  
62284,ECOURT ST QUENTIN,,1,  
62285,ECOUST ST MEIN,,1,  
62286,ECQUEDECQUES,,1,  
62288,ECQUES,,1,  
62289,ECUIRES,,1,GD0937
62290,ECURIE,,1,  
62291,ELEU DIT LEAUWETTE,,"1,75",  
62292,ELNES,,1,  
62297,EPERLECQUES,,1,GD0940
62298,EPINOY,,1,  
62300,EQUIHEN PLAGE,,"1,75",  
62309,ESQUERDES,,1,  
62310,ESSARS,,"1,75",  
62311,ESTEVELLES,,"1,75",  
62317,ETAING,,1,  
62318,ETAPLES,,"1,75",GD0935
62319,ETERPIGNY,,1,  
62320,ETRUN,,1,  
62321,EVIN MALMAISON,,"1,75",  
62323,FAMPOUX,,1,  
62324,FARBUS,,1,  
62328,FERFAY,,1,  
62329,FERQUES,,1,GD0932
62329,FERQUES,,1,  
62330,FESTUBERT,,1,  
62331,FEUCHY,,1,  
62334,FIENNES,,1,  
62338,FLEURBAIX,,1,  
62340,FLORINGHEM,,1,  
62349,FOUQUEREUIL,,"1,75",  
62350,FOUQUIERES LES BETHUNE,,"1,75",  
62351,FOUQUIERES LES LENS,,"1,75",  
62355,FRESNES LES MONTAUBAN,,1,  
62356,FRESNICOURT LE DOLMEN,,1,  
62361,FREVENT,,1,  
62363,FREVIN CAPELLE,,1,  
62364,FRUGES,,1,  
62367,GAUCHIN VERLOINGT,,1,  
62371,GIVENCHY EN GOHELLE,,1,  
62373,GIVENCHY LES LA BASSEE,,1,  
62376,GONNEHEM,,1,  
62377,GOSNAY,,"1,75",  
62380,GOUY SERVINS,,1,  
62383,GOUY SOUS BELLONNE,,1,  
62384,GRAINCOURT LES HAVRINCOURT,,1,  
62385,GRAND RULLECOURT,,1,  
62386,GRENAY,,"1,75",  
62388,GRIGNY,,1,  
62390,GROFFLIERS,,1,  
62391,GUARBECQUE,,1,  
62392,GUEMAPPE,,1,  
62397,GUINES,,1,GD0932
62397,GUINES,,1,  
62400,HAILLICOURT,,"1,75",  
62401,HAISNES,,"1,75",  
62403,HALLINES,,1,  
62405,HAMBLAIN LES PRES,,1,  
62407,HAM EN ARTOIS,,1,  
62408,HAMES BOUCRES,,1,GD0932
62408,HAMES BOUCRES,,1,  
62412,HARDINGHEN,,1,  
62413,HARNES,,"1,75",  
62414,HAUCOURT,,1,  
62423,HELFAUT,,1,  
62424,HENDECOURT LES CAGNICOURT,,1,  
62427,HENIN BEAUMONT,,"1,75",  
62436,HERLIN LE SEC,,1,  
62440,HERMIES,,1,  
62442,HERNICOURT,,1,  
62443,HERSIN COUPIGNY,,"1,75",  
62445,HESDIGNEUL LES BETHUNE,,1,  
62446,HESDIGNEUL LES BOULOGNE,,1,  
62447,HESDIN,,"1,75",  
62448,HESDIN L ABBE,,1,  
62451,HEUCHIN,,1,  
62452,HEURINGHEM,,1,  
62454,HINGES,,1,  
62456,HOUCHIN,,1,  
62457,HOUDAIN,,"1,75",  
62461,HUBY ST LEU,,1,  
62464,HULLUCH,,"1,75",  
62469,INCHY EN ARTOIS,,1,  
62473,ISBERGUES,,"1,75",  
62474,ISQUES,,1,  
62476,IZEL LES EQUERCHIN,,1,  
62479,LABEUVRIERE,,1,  
62480,LABOURSE,,"1,75",  
62484,LAGNICOURT MARCEL,,1,  
62486,LAMBRES,,1,  
62487,LANDRETHUN LE NORD,,1,GD0932
62487,LANDRETHUN LE NORD,,1,  
62489,LAPUGNOY,,1,  
62491,LAVENTIE,,1,  
62493,LEBUCQUIERE,,1,  
62497,LEFOREST,,"1,75",  
62498,LENS,,"1,75",  
62500,LESPESSES,,1,  
62502,LESTREM,,1,  
62508,LIERES,,1,  
62510,LIEVIN,,"1,75",  
62516,LILLERS,,1,  
62520,LOCON,,1,  
62523,LOISON SOUS LENS,,"1,75",  
62524,LONGFOSSE,,1,GD0938
62525,LONGUENESSE,,"1,75",  
62528,LOOS EN GOHELLE,,"1,75",  
62529,LORGIES,,1,  
62532,LOZINGHEM,,"1,75",  
62534,LUMBRES,,1,  
62535,LA MADELAINE SOUS MONTREUIL,,1,GD0937
62540,MAISNIL LES RUITZ,,1,  
62548,MARCK,,1,GD0932
62549,MARCONNE,,1,  
62550,MARCONNELLE,,1,  
62552,MARESQUEL ECQUEMICOURT,,1,  
62555,MARLES LES MINES,,"1,75",  
62557,MAROEUIL,,1,  
62559,MARQUION,,1,  
62560,MARQUISE,,1,GD0932
62560,MARQUISE,,1,  
62563,MAZINGARBE,,"1,75",  
62566,MENNEVILLE,,1,GD0938
62568,MERCATEL,,1,  
62570,MERICOURT,,"1,75",  
62571,MERLIMONT,,1,GD0935
62573,MEURCHIN,,"1,75",  
62582,MONCHY LE PREUX,,1,  
62583,MONDICOURT,,1,  
62584,MONT BERNANCHON,,1,  
62587,MONTIGNY EN GOHELLE,,"1,75",  
62588,MONTREUIL,,"1,75",GD0937
62589,MONT ST ELOI,,1,  
62591,MORCHIES,,1,  
62603,NESLES,,1,GD0933
62604,NEUFCHATEL HARDELOT,,1,  
62609,NEUVILLE ST VAAST,,1,  
62610,NEUVILLE SOUS MONTREUIL,,1,GD0937
62611,NEUVILLE VITASSE,,1,  
62612,NEUVIREUIL,,1,  
62617,NOEUX LES MINES,,"1,75",  
62619,NOREUIL,,1,  
62620,NORRENT FONTES,,1,  
62624,NOYELLES GODAULT,,"1,75",  
62626,NOYELLES LES VERMELLES,,"1,75",  
62627,NOYELLES SOUS BELLONNE,,1,  
62628,NOYELLES SOUS LENS,,"1,75",  
62632,OBLINGHEM,,1,  
62637,OIGNIES,,"1,75",  
62638,OISY LE VERGER,,1,  
62639,OPPY,,1,  
62642,OURTON,,1,  
62643,OUTREAU,,"1,75",  
